"SS"	"Pos10wrtsRNAStart"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"S_enterica_LT2_RAND_1277"	-10.7	-107	1000	0	0	0	0
"S_enterica_LT2_RAND_1278"	-45.7	38	1000	0	0	0	0
"S_enterica_LT2_RAND_1279"	-29.3	-19	273	-67	0	113	1
"S_enterica_LT2_RAND_1280"	-16	-3	1000	0	0	0	0
"S_enterica_LT2_RAND_1281"	-43.9	160	1000	0	0	0	0
"S_enterica_LT2_RAND_1282"	-40.7	-43	1000	0	0	0	0
"S_enterica_LT2_RAND_1283"	-7.4	-35	1000	0	0	0	0
"S_enterica_LT2_RAND_1284"	-72.1	-1	1000	0	0	0	0
"S_enterica_LT2_RAND_1285"	-40.75	85	189	0	1	0	1
"S_enterica_LT2_RAND_1286"	-9.1	-89	1000	0	0	0	0
"S_enterica_LT2_RAND_1288"	-21.5	-83	1000	0	1	0	1
"S_enterica_LT2_RAND_1289"	-30.9	52	1000	0	0	0	0
"S_enterica_LT2_RAND_1290"	-26.2	-95	1000	0	1	0	1
"S_enterica_LT2_RAND_1291"	-26.1	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1293"	-82.1	294	1000	0	0	0	0
"S_enterica_LT2_RAND_1296"	-10.8	174	0	-23	1	0	0
"S_enterica_LT2_RAND_1297"	-30.89	-74	1000	0	0	0	0
"S_enterica_LT2_RAND_1298"	-35.4	91	321	0	1	0	1
"S_enterica_LT2_RAND_1299"	-69.5	149	1000	0	1	1	1
"S_enterica_LT2_RAND_1300"	-176.2	131	1000	0	1	0	1
"S_enterica_LT2_RAND_1301"	-3.3	-90	1000	0	0	0	0
"S_enterica_LT2_RAND_1302"	-91.7	153	1000	0	1	0	1
"S_enterica_LT2_RAND_1303"	-29.5	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1304"	-63	-49	1000	0	1	0	1
"S_enterica_LT2_RAND_1305"	-62	-64	473	0	1	0	1
"S_enterica_LT2_RAND_1306"	-92.9	188	1000	0	1	0	1
"S_enterica_LT2_RAND_1309"	-19.4	24	1000	0	0	0	0
"S_enterica_LT2_RAND_1310"	-14.6	-51	969	0	1	0	1
"S_enterica_LT2_RAND_1311"	-62.1	-11	0	0	0	214	0
"S_enterica_LT2_RAND_1312"	-5.75	-4	448	0	0	0	0
"S_enterica_LT2_RAND_1313"	-28	15	293	0	1	0	1
"S_enterica_LT2_RAND_1314"	-12.9	-35	238	-420	0	5525	1
"S_enterica_LT2_RAND_1315"	-14.7	-103	1000	-1667	0	4281	1
"S_enterica_LT2_RAND_1316"	-29.9	-96	1000	0	1	0	1
"S_enterica_LT2_RAND_1319"	-32.5	92	1000	0	1	0	1
"S_enterica_LT2_RAND_1320"	-18.5	15	1000	0	0	0	0
"S_enterica_LT2_RAND_1321"	-35.5	-95	406	0	0	0	0
"S_enterica_LT2_RAND_1322"	-97.5	241	681	0	1	0	1
"S_enterica_LT2_RAND_1324"	-8.7	30	1000	0	0	91	0
"S_enterica_LT2_RAND_1325"	-8.3	44	1000	0	0	0	0
"S_enterica_LT2_RAND_1326"	-18.31	-83	1000	0	0	0	0
"S_enterica_LT2_RAND_1327"	-45.7	-103	1000	0	0	0	0
"S_enterica_LT2_RAND_1328"	-35.9	16	1000	0	1	0	1
"S_enterica_LT2_RAND_1331"	-44.9	181	893	0	0	0	0
"S_enterica_LT2_RAND_1332"	-66.7	115	1000	0	0	0	0
"S_enterica_LT2_RAND_1333"	-17.42	-4	1000	0	0	0	0
"S_enterica_LT2_RAND_1335"	-13.5	-94	1000	0	0	0	0
"S_enterica_LT2_RAND_1336"	-87.6	102	1000	0	0	0	0
"S_enterica_LT2_RAND_1337"	-7.2	-102	475	0	1	0	1
"S_enterica_LT2_RAND_1338"	-34.3	-1000	782	0	1	0	1
"S_enterica_LT2_RAND_1339"	-32.7	-58	209	0	1	0	1
"S_enterica_LT2_RAND_1340"	-20.2	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1341"	-49.3	156	1000	0	0	0	0
"S_enterica_LT2_RAND_1342"	-17.6	-30	1000	0	1	0	1
"S_enterica_LT2_RAND_1343"	-29.2	21	1000	0	0	0	0
"S_enterica_LT2_RAND_1344"	-39.9	79	1000	0	0	0	0
"S_enterica_LT2_RAND_1345"	-9.7	-52	1000	0	1	0	1
"S_enterica_LT2_RAND_1346"	-57.4	108	1000	0	1	0	1
"S_enterica_LT2_RAND_1347"	-2.5	-62	1000	0	0	0	0
"S_enterica_LT2_RAND_1348"	-23.1	76	1000	0	0	0	0
"S_enterica_LT2_RAND_1349"	-29.2	-33	1000	0	0	0	0
"S_enterica_LT2_RAND_1350"	-16.56	107	1000	0	0	203	1
"S_enterica_LT2_RAND_1351"	-46.37	19	1000	0	1	0	1
"S_enterica_LT2_RAND_1352"	-41.6	-57	1000	-30	0	0	1
"S_enterica_LT2_RAND_1353"	-5.7	10	1000	0	0	0	0
"S_enterica_LT2_RAND_1354"	-20.4	-89	1000	0	0	0	0
"S_enterica_LT2_RAND_1355"	-44.97	-6	1000	0	0	0	0
"S_enterica_LT2_RAND_1357"	-25.4	-75	25	0	0	0	0
"S_enterica_LT2_RAND_1358"	-95.3	205	428	0	1	0	1
"S_enterica_LT2_RAND_1359"	-78.2	74	1000	0	0	0	0
"S_enterica_LT2_RAND_1360"	-79.3	-92	1000	0	1	0	1
"S_enterica_LT2_RAND_1361"	-26.1	10	1000	0	0	0	0
"S_enterica_LT2_RAND_1362"	-6.1	16	1000	0	1	139	0
"S_enterica_LT2_RAND_1363"	-9.3	-1000	947	0	1	0	1
"S_enterica_LT2_RAND_1364"	-52.77	206	1000	0	1	0	1
"S_enterica_LT2_RAND_1365"	-7.8	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1366"	-15.7	10	1000	0	0	0	0
"S_enterica_LT2_RAND_1367"	-25.5	-80	1000	0	1	0	1
"S_enterica_LT2_RAND_1368"	-42	96	1000	0	0	0	0
"S_enterica_LT2_RAND_1369"	-24.6	18	1000	0	0	0	0
"S_enterica_LT2_RAND_1371"	-46.1	22	1000	0	1	0	1
"S_enterica_LT2_RAND_1372"	-41.4	-12	1000	0	1	217	1
"S_enterica_LT2_RAND_1373"	4.3	-43	1000	-197	1	89	1
"S_enterica_LT2_RAND_1374"	-23.3	-37	1000	0	1	0	1
"S_enterica_LT2_RAND_1375"	-19.5	-55	336	0	1	0	1
"S_enterica_LT2_RAND_1376"	-7.8	-74	1000	0	1	0	1
"S_enterica_LT2_RAND_1377"	-23.7	-17	0	0	1	0	0
"S_enterica_LT2_RAND_1378"	-5.9	3	1000	0	0	0	0
"S_enterica_LT2_RAND_1379"	-21.9	-15	1000	0	1	0	1
"S_enterica_LT2_RAND_1380"	-8.8	14	1000	-4183	1	1663	1
"S_enterica_LT2_RAND_1381"	-35.6	13	1000	0	1	0	1
"S_enterica_LT2_RAND_1382"	-19.5	66	104	0	1	0	1
"S_enterica_LT2_RAND_1383"	-15.9	63	1000	0	0	0	0
"S_enterica_LT2_RAND_1384"	-15.6	-1	835	0	1	0	1
"S_enterica_LT2_RAND_1385"	-35.6	-46	1000	0	1	0	1
"S_enterica_LT2_RAND_1388"	-26.8	-101	298	0	1	0	1
"S_enterica_LT2_RAND_1390"	-9.9	-84	1000	0	0	0	0
"S_enterica_LT2_RAND_1391"	-41.4	76	1000	0	0	0	0
"S_enterica_LT2_RAND_1392"	-137.1	-49	1000	0	1	0	1
"S_enterica_LT2_RAND_1393"	-29.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1394"	-42.8	62	1000	0	0	0	0
"S_enterica_LT2_RAND_1395"	-47.24	-15	1000	0	0	0	0
"S_enterica_LT2_RAND_1396"	-34.34	5	1000	0	1	0	1
"S_enterica_LT2_RAND_1398"	-301.49	582	0	0	1	0	0
"S_enterica_LT2_RAND_1399"	-29.3	-30	1000	0	1	0	1
"S_enterica_LT2_RAND_1400"	-85.7	25	0	-5863	1	0	1
"S_enterica_LT2_RAND_1401"	-3.5	53	1000	0	0	0	0
"S_enterica_LT2_RAND_1402"	-14.3	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1403"	-82.3	95	1000	0	1	0	1
"S_enterica_LT2_RAND_1404"	-23.8	5	1000	0	1	0	1
"S_enterica_LT2_RAND_1405"	-36.3	-34	1000	0	0	0	0
"S_enterica_LT2_RAND_1406"	-22.3	-42	1000	0	1	0	1
"S_enterica_LT2_RAND_1407"	-12.2	8	1000	0	1	0	1
"S_enterica_LT2_RAND_1409"	-4.8	-41	1000	0	1	0	1
"S_enterica_LT2_RAND_1410"	-2.6	1	1000	0	1	0	1
"S_enterica_LT2_RAND_1411"	-9	-101	1000	0	0	0	0
"S_enterica_LT2_RAND_1412"	-21.1	-46	1000	-215	1	0	1
"S_enterica_LT2_RAND_1413"	-48.9	49	1000	0	1	0	1
"S_enterica_LT2_RAND_1414"	-322.1	811	1000	0	1	0	1
"S_enterica_LT2_RAND_1415"	-32.1	117	1000	0	0	0	0
"S_enterica_LT2_RAND_1416"	-18.5	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1417"	-23.7	17	1000	0	0	0	0
"S_enterica_LT2_RAND_1418"	-151.2	70	1000	0	0	0	0
"S_enterica_LT2_RAND_1419"	-22.3	-96	60	-389	0	84	0
"S_enterica_LT2_RAND_1421"	-11.5	-47	46	0	0	82	0
"S_enterica_LT2_RAND_1422"	-31.3	-99	1000	-43	1	4	0
"S_enterica_LT2_RAND_1423"	-31	3	1000	-211	0	0	1
"S_enterica_LT2_RAND_1424"	-25.8	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1425"	-25.1	-103	1000	0	0	0	0
"S_enterica_LT2_RAND_1426"	-89.2	-59	990	0	1	0	1
"S_enterica_LT2_RAND_1427"	-39	-14	1000	0	1	0	1
"S_enterica_LT2_RAND_1428"	-101.1	43	1000	0	0	0	0
"S_enterica_LT2_RAND_1429"	-21	121	1000	0	1	0	1
"S_enterica_LT2_RAND_1430"	-28.6	-22	669	0	1	0	1
"S_enterica_LT2_RAND_1431"	-46.4	-18	0	0	0	97	0
"S_enterica_LT2_RAND_1432"	-59	-84	1000	0	0	0	0
"S_enterica_LT2_RAND_1434"	-36.8	-56	1000	-52	1	0	0
"S_enterica_LT2_RAND_1435"	-20.2	14	0	-29	1	0	1
"S_enterica_LT2_RAND_1436"	-48.1	148	0	0	0	0	0
"S_enterica_LT2_RAND_1437"	-13.5	-4	1000	0	0	0	0
"S_enterica_LT2_RAND_1438"	-3.4	-96	1000	0	0	0	0
"S_enterica_LT2_RAND_1439"	-54.5	-61	1000	0	0	0	0
"S_enterica_LT2_RAND_1440"	-88	-73	1000	0	0	0	0
"S_enterica_LT2_RAND_1441"	-33.92	-67	1000	0	0	0	0
"S_enterica_LT2_RAND_1443"	-37.5	177	1000	0	1	0	1
"S_enterica_LT2_RAND_1444"	-2.3	-56	1000	0	1	0	1
"S_enterica_LT2_RAND_1445"	-13.2	27	1000	0	0	0	0
"S_enterica_LT2_RAND_1447"	-56	137	1000	0	1	0	1
"S_enterica_LT2_RAND_1448"	-33.4	52	1000	0	1	0	1
"S_enterica_LT2_RAND_1449"	-270.69	-13	1000	0	1	0	1
"S_enterica_LT2_RAND_1450"	-25.77	155	1000	0	1	0	1
"S_enterica_LT2_RAND_1452"	-2.6	32	1000	0	1	0	1
"S_enterica_LT2_RAND_1453"	3.1	-49	1000	0	0	0	0
"S_enterica_LT2_RAND_1454"	-10.1	-9	390	0	1	0	1
"S_enterica_LT2_RAND_1455"	-11.7	-26	866	-374	1	25	0
"S_enterica_LT2_RAND_1456"	0	55	1000	0	1	0	1
"S_enterica_LT2_RAND_1457"	1.7	14	1000	0	1	0	1
"S_enterica_LT2_RAND_1458"	-11.1	-85	1000	-104	1	94	1
"S_enterica_LT2_RAND_1459"	-45.8	-11	1000	0	1	0	1
"S_enterica_LT2_RAND_1460"	-20	-92	1000	0	1	0	1
"S_enterica_LT2_RAND_1461"	-41.5	-55	1000	0	1	135	1
"S_enterica_LT2_RAND_1462"	-40.1	12	1000	0	1	0	1
"S_enterica_LT2_RAND_1463"	-48.8	100	1000	0	0	0	0
"S_enterica_LT2_RAND_1464"	-63.38	127	1000	0	1	0	1
"S_enterica_LT2_RAND_1465"	-31.6	67	1000	0	0	0	0
"S_enterica_LT2_RAND_1466"	-24.4	156	1000	0	1	322	1
"S_enterica_LT2_RAND_1467"	-20.1	47	0	0	0	77	0
"S_enterica_LT2_RAND_1468"	-26.2	90	1000	-393	0	0	1
"S_enterica_LT2_RAND_1469"	-10.6	-98	1000	0	1	0	1
"S_enterica_LT2_RAND_1470"	-120	426	1000	0	0	0	0
"S_enterica_LT2_RAND_1471"	-22.5	-72	1000	0	0	71	1
"S_enterica_LT2_RAND_1472"	-7.11	-2	866	0	1	0	1
"S_enterica_LT2_RAND_1473"	-33	-59	0	-155	0	17	0
"S_enterica_LT2_RAND_1474"	-76.5	205	1000	0	0	0	0
"S_enterica_LT2_RAND_1475"	-11.1	74	1000	0	1	0	1
"S_enterica_LT2_RAND_1477"	-85.8	26	799	0	1	0	0
"S_enterica_LT2_RAND_1478"	-17.4	30	133	0	1	0	1
"S_enterica_LT2_RAND_1479"	-96.2	239	0	-174	1	0	0
"S_enterica_LT2_RAND_1480"	-13.4	33	626	0	0	0	0
"S_enterica_LT2_RAND_1481"	-88.54	3	400	0	0	0	0
"S_enterica_LT2_RAND_1482"	-80.85	92	0	0	1	24	0
"S_enterica_LT2_RAND_1483"	-10.3	0	1000	0	0	0	0
"S_enterica_LT2_RAND_1485"	-35.7	-21	518	0	1	0	1
"S_enterica_LT2_RAND_1486"	-18.6	-58	31	0	1	0	1
"S_enterica_LT2_RAND_1487"	-24.7	-105	482	0	0	0	0
"S_enterica_LT2_RAND_1488"	-7.2	-36	1000	0	1	0	1
"S_enterica_LT2_RAND_1489"	-71	-85	1000	0	0	0	0
"S_enterica_LT2_RAND_1490"	-4	-1000	1000	0	1	0	1
"S_enterica_LT2_RAND_1491"	-34.1	11	1000	0	1	0	1
"S_enterica_LT2_RAND_1492"	-58.2	180	1000	0	1	0	1
"S_enterica_LT2_RAND_1495"	-2.4	-21	1000	0	0	21	0
"S_enterica_LT2_RAND_1496"	-26.8	-100	1000	-82	1	0	1
"S_enterica_LT2_RAND_1497"	-17.1	28	1000	0	1	0	1
"S_enterica_LT2_RAND_1498"	-14.3	-55	1000	0	0	0	0
"S_enterica_LT2_RAND_1499"	-52.2	121	1000	0	1	0	1
"S_enterica_LT2_RAND_1500"	-29.2	-95	576	0	0	0	0
"S_enterica_LT2_RAND_1501"	-12.3	77	1000	0	0	142	1
"S_enterica_LT2_RAND_1502"	-22.4	-53	1000	0	1	0	1
"S_enterica_LT2_RAND_1503"	-22	-69	1000	0	0	0	0
"S_enterica_LT2_RAND_1504"	-89.2	65	1000	0	0	0	0
"S_enterica_LT2_RAND_1505"	-12.5	-76	1000	-174	1	36	1
"S_enterica_LT2_RAND_1506"	-20.3	33	1000	0	0	0	0
"S_enterica_LT2_RAND_1507"	-29.5	-20	1000	0	0	0	0
"S_enterica_LT2_RAND_1508"	-18.5	-19	1000	-132	0	0	0
"S_enterica_LT2_RAND_1509"	-78.27	230	1000	0	0	0	0
"S_enterica_LT2_RAND_1510"	-16	31	1000	0	1	0	1
"S_enterica_LT2_RAND_1511"	-12.6	-5	1000	0	0	0	0
"S_enterica_LT2_RAND_1512"	-74.7	167	1000	0	1	0	1
"S_enterica_LT2_RAND_1513"	-27.94	186	1000	0	0	0	0
"S_enterica_LT2_RAND_1514"	-26.5	47	1000	0	0	0	0
"S_enterica_LT2_RAND_1515"	-60.3	-1000	38	0	1	0	1
"S_enterica_LT2_RAND_1516"	-22.7	-68	1000	-215	1	162	1
"S_enterica_LT2_RAND_1517"	-21	-83	623	0	1	0	1
"S_enterica_LT2_RAND_1518"	-41.1	121	707	0	1	0	1
"S_enterica_LT2_RAND_1520"	-13.1	51	1000	0	1	0	1
"S_enterica_LT2_RAND_1522"	-160.3	104	1000	0	1	0	1
"S_enterica_LT2_RAND_1523"	-21.8	-98	1000	0	1	0	1
"S_enterica_LT2_RAND_1524"	-57.2	13	1000	0	0	0	0
"S_enterica_LT2_RAND_1525"	-27.44	143	374	0	1	0	1
"S_enterica_LT2_RAND_1526"	-21.5	63	384	0	1	0	1
"S_enterica_LT2_RAND_1527"	-27.3	49	767	0	0	0	0
"S_enterica_LT2_RAND_1528"	-56.9	136	91	0	1	0	1
"S_enterica_LT2_RAND_1529"	-160.62	271	1000	0	1	0	1
"S_enterica_LT2_RAND_1530"	-11.2	9	1000	0	1	0	1
"S_enterica_LT2_RAND_1531"	-33	5	1000	0	0	0	0
"S_enterica_LT2_RAND_1532"	-35.6	-65	1000	0	1	0	1
"S_enterica_LT2_RAND_1533"	-59.9	13	1000	0	1	0	1
"S_enterica_LT2_RAND_1534"	-44.87	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1535"	-18.6	-49	1000	0	0	0	0
"S_enterica_LT2_RAND_1536"	-15.7	-61	1000	-238	0	68	0
"S_enterica_LT2_RAND_1537"	-25.5	96	1000	0	1	0	1
"S_enterica_LT2_RAND_1538"	-17	-90	1000	0	1	0	1
"S_enterica_LT2_RAND_1539"	-13.1	21	1000	0	1	0	1
"S_enterica_LT2_RAND_1540"	-64.94	69	304	0	0	0	0
"S_enterica_LT2_RAND_1541"	0	29	1000	0	0	114	0
"S_enterica_LT2_RAND_1542"	-16.6	-1000	215	0	1	0	1
"S_enterica_LT2_RAND_1543"	-14.3	46	1000	-101	0	434	1
"S_enterica_LT2_RAND_1544"	-108.2	-14	1000	0	1	4	0
"S_enterica_LT2_RAND_1546"	-18.3	-24	1000	0	0	0	0
"S_enterica_LT2_RAND_1547"	-32.5	-87	1000	0	0	0	0
"S_enterica_LT2_RAND_1548"	-18.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1550"	-165.8	624	0	0	1	0	0
"S_enterica_LT2_RAND_1551"	-114.23	-67	1000	0	1	0	1
"S_enterica_LT2_RAND_1552"	-38.8	-87	1000	0	0	0	1
"S_enterica_LT2_RAND_1554"	-39	57	1000	0	0	0	0
"S_enterica_LT2_RAND_1555"	-15.8	-20	1000	0	0	0	0
"S_enterica_LT2_RAND_1557"	-35.3	94	1000	0	0	0	0
"S_enterica_LT2_RAND_1558"	-15.4	-20	1000	0	1	0	1
"S_enterica_LT2_RAND_1559"	-9.2	24	344	0	0	0	0
"S_enterica_LT2_RAND_1560"	-14.3	-76	1000	-399	1	163	0
"S_enterica_LT2_RAND_1561"	-19.2	-80	1000	-696	0	0	1
"S_enterica_LT2_RAND_1562"	-26	10	1000	0	1	0	1
"S_enterica_LT2_RAND_1563"	-29.6	-43	1000	0	0	0	0
"S_enterica_LT2_RAND_1564"	-18.2	30	1000	0	0	0	0
"S_enterica_LT2_RAND_1565"	-83.08	175	1000	0	1	0	1
"S_enterica_LT2_RAND_1566"	-13.87	27	204	0	0	0	0
"S_enterica_LT2_RAND_1567"	-3.1	-74	1000	0	0	0	0
"S_enterica_LT2_RAND_1568"	-146.6	129	1000	0	0	0	0
"S_enterica_LT2_RAND_1569"	-49	-33	1000	0	0	0	0
"S_enterica_LT2_RAND_1570"	-26.6	-44	1000	0	0	0	0
"S_enterica_LT2_RAND_1572"	-117.45	28	1000	0	0	0	0
"S_enterica_LT2_RAND_1573"	-136.7	390	70	0	1	0	1
"S_enterica_LT2_RAND_1574"	-88.3	-1000	1000	0	0	0	0
"S_enterica_LT2_RAND_1575"	-33	97	1000	0	0	0	0
"S_enterica_LT2_RAND_1576"	-16.2	20	1000	0	1	0	1
"S_enterica_LT2_RAND_1577"	-64.4	-34	1000	0	1	0	1
"S_enterica_LT2_RAND_1578"	-16.6	-40	1000	0	1	34	1
"S_enterica_LT2_RAND_1580"	-7.4	-29	1000	0	1	0	1
"S_enterica_LT2_RAND_1581"	-14	42	1000	-408	1	62	0
"S_enterica_LT2_RAND_1582"	-11.5	22	1000	0	0	0	0
"S_enterica_LT2_RAND_1583"	-45.4	-50	1000	-71	1	0	1
"S_enterica_LT2_RAND_1584"	-4	-94	751	0	1	0	1
"S_enterica_LT2_RAND_1585"	-12.1	-55	1000	0	0	0	0
"S_enterica_LT2_RAND_1586"	-9.5	-85	1000	0	1	0	0
"S_enterica_LT2_RAND_1587"	-42.5	21	1000	0	1	0	1
"S_enterica_LT2_RAND_1588"	-9.3	21	1000	0	0	0	0
"S_enterica_LT2_RAND_1589"	-105	0	1000	0	1	0	1
"S_enterica_LT2_RAND_1590"	-70.7	89	1000	0	0	0	0
"S_enterica_LT2_RAND_1591"	-95.9	6	1000	0	0	0	0
"S_enterica_LT2_RAND_1593"	-21.3	96	1000	0	1	0	1
"S_enterica_LT2_RAND_1594"	-59.4	232	1000	0	1	0	1
"S_enterica_LT2_RAND_1595"	-60.9	-68	1000	0	0	0	0
"S_enterica_LT2_RAND_1596"	-28.3	83	1000	0	1	221	1
"S_enterica_LT2_RAND_1597"	-40	-22	-1	-258	0	0	0
"S_enterica_LT2_RAND_1598"	-9	79	-1	0	0	0	0
